Tag,Title,Authors,Month,Year,JournalRef
Mottaghi_2014_CVPR,The Role of Context for Object Detection and Semantic Segmentation in the Wild,"Mottaghi, Roozbeh and Chen, Xianjie and Liu, Xiaobai and Cho, Nam-Gyu and Lee, Seong-Whan and Fidler, Sanja and Urtasun, Raquel and Yuille, Alan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 891-898"
Luo_2014_CVPR,Switchable Deep Network for Pedestrian Detection,"Luo, Ping and Tian, Yonglong and Wang, Xiaogang and Tang, Xiaoou",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 899-906"
Zhang_2014_CVPR,Compact Representation for Image Classification: To Choose or to Compress?,"Zhang, Yu and Wu, Jianxin and Cai, Jianfei",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 907-914"
Zhu_2014_CVPR,Capturing Long-tail Distributions of Object Subcategories,"Zhu, Xiangxin and Anguelov, Dragomir and Ramanan, Deva",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 915-922"
Schulter_2014_CVPR,Accurate Object Detection with Joint Classification-Regression Random Forests,"Schulter, Samuel and Leistner, Christian and Wohlhart, Paul and Roth, Peter M. and Bischof, Horst",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 923-930"
Babenko_2014_CVPR,Additive Quantization for Extreme Vector Compression,"Babenko, Artem and Lempitsky, Victor",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 931-938"
Ge_2014_CVPR,Product Sparse Coding,"Ge, Tiezheng and He, Kaiming and Sun, Jian",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 939-946"
Zhang_2014_CVPR,Informed Haar-like Features Improve Pedestrian Detection,"Zhang, Shanshan and Bauckhage, Christian and Cremers, Armin B.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 947-954"
Kato_2014_CVPR,Image Reconstruction from Bag-of-Visual-Words,"Kato, Hiroharu and Harada, Tatsuya",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 955-962"
Ni_2014_CVPR,Beta Process Multiple Kernel Learning,"Ni, Bingbing and Li, Teng and Moulin, Pierre",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 963-970"
Yang_2014_CVPR,Random Laplace Feature Maps for Semigroup Kernels on Histograms,"Yang, Jiyan and Sindhwani, Vikas and Fan, Quanfu and Avron, Haim and Mahoney, Michael W.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 971-978"
Mu_2014_CVPR,Hash-SVM: Scalable Kernel Machines for Large-Scale Visual Classification,"Mu, Yadong and Hua, Gang and Fan, Wei and Chang, Shih-Fu",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 979-986"
Yu_2014_CVPR,Transitive Distance Clustering with K-Means Duality,"Yu, Zhiding and Xu, Chunjing and Meng, Deyu and Hui, Zhuo and Xiao, Fanyi and Liu, Wenbo and Liu, Jianzhuang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 987-994"
Tonde_2014_CVPR,Simultaneous Twin Kernel Learning using Polynomial Transformations for Structured Prediction,"Tonde, Chetan and Elgammal, Ahmed",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 995-1002"
Harandi_2014_CVPR,Bregman Divergences for Infinite Dimensional Covariance Matrices,"Harandi, Mehrtash and Salzmann, Mathieu and Porikli, Fatih",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1003-1010"
Behl_2014_CVPR,Optimizing Average Precision using Weakly Supervised Data,"Behl, Aseem and Jawahar, C. V. and Pawan Kumar, M.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1011-1018"
Tierney_2014_CVPR,Subspace Clustering for Sequential Data,"Tierney, Stephen and Gao, Junbin and Guo, Yi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1019-1026"
Chen_2014_CVPR,Predicting Multiple Attributes via Relative Multi-task Learning,"Chen, Lin and Zhang, Qiang and Li, Baoxin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1027-1034"
Xie_2014_CVPR,Learning Inhomogeneous FRAME Models for Object Patterns,"Xie, Jianwen and Hu, Wenze and Zhu, Song-Chun and Nian Wu, Ying",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1035-1042"
Premachandran_2014_CVPR,Empirical Minimum Bayes Risk Prediction: How to Extract an Extra Few % Performance from Vision Models with Just Three More Parameters,"Premachandran, Vittal and Tarlow, Daniel and Batra, Dhruv",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1043-1050"
Law_2014_CVPR,Fantope Regularization in Metric Learning,"Law, Marc T. and Thome, Nicolas and Cord, Matthieu",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1051-1058"
Snape_2014_CVPR,Kernel-PCA Analysis of Surface Normals for Shape-from-Shading,"Snape, Patrick and Zafeiriou, Stefanos",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1059-1066"
Nikitidis_2014_CVPR,Merging SVMs with Linear Discriminant Analysis: A Combined Model,"Nikitidis, Symeon and Zafeiriou, Stefanos and Pantic, Maja",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1067-1074"
Zhang_2014_CVPR,Stable Learning in Coding Space for Multi-Class Decoding and Its Extension for Multi-Class Hypothesis Transfer Learning,"Zhang, Bang and Wang, Yi and Wang, Yang and Chen, Fang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1075-1081"
Marrinan_2014_CVPR,Finding the Subspace Mean or Median to Fit Your Need,"Marrinan, Tim and Ross Beveridge, J. and Draper, Bruce and Kirby, Michael and Peterson, Chris",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1082-1089"
Danelljan_2014_CVPR,Adaptive Color Attributes for Real-Time Visual Tracking,"Danelljan, Martin and Shahbaz Khan, Fahad and Felsberg, Michael and van de Weijer, Joost",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1090-1097"
Sun_2014_CVPR,Local Layering for Joint Motion Estimation and Occlusion Detection,"Sun, Deqing and Liu, Ce and Pfister, Hanspeter",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1098-1105"
Qian_2014_CVPR,Realtime and Robust Hand Tracking from Depth,"Qian, Chen and Sun, Xiao and Wei, Yichen and Tang, Xiaoou and Sun, Jian",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1106-1113"
Guzman-Rivera_2014_CVPR,Multi-Output Learning for Camera Relocalization,"Guzman-Rivera, Abner and Kohli, Pushmeet and Glocker, Ben and Shotton, Jamie and Sharp, Toby and Fitzgibbon, Andrew and Izadi, Shahram",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1114-1121"
Joo_2014_CVPR,MAP Visibility Estimation for Large-Scale Dynamic 3D Reconstruction,"Joo, Hanbyul and Soo Park, Hyun and Sheikh, Yaser",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1122-1129"
Chen_2014_CVPR,Multi-Object Tracking via Constrained Sequential Labeling,"Chen, Sheng and Fern, Alan and Todorovic, Sinisa",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1130-1137"
Fix_2014_CVPR,A Primal-Dual Algorithm for Higher-Order Multilabel Markov Random Fields,"Fix, Alexander and Wang, Chen and Zabih, Ramin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1138-1145"
Isack_2014_CVPR,Energy Based Multi-model Fitting & Matching for 3D Reconstruction,"Isack, Hossam and Boykov, Yuri",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1146-1153"
Gorelick_2014_CVPR,Submodularization for Binary Pairwise Energies,"Gorelick, Lena and Boykov, Yuri and Veksler, Olga and Ben Ayed, Ismail and Delong, Andrew",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1154-1161"
Shekhovtsov_2014_CVPR,Maximum Persistency in Energy Minimization,"Shekhovtsov, Alexander",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1162-1169"
Swoboda_2014_CVPR,Partial Optimality by Pruning for MAP-inference with General Graphical Models,"Swoboda, Paul and Savchynskyy, Bogdan and Kappes, Jorg H. and Schnorr, Christoph",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1170-1177"
Roy_2014_CVPR,Scene Labeling Using Beam Search Under Mutex Constraints,"Roy, Anirban and Todorovic, Sinisa",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1178-1185"
Prokaj_2014_CVPR,Persistent Tracking for Wide Area Aerial Surveillance,"Prokaj, Jan and Medioni, Gerard",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1186-1193"
Lan_2014_CVPR,Multi-Cue Visual Tracking Using Robust Feature-Level Fusion Based on Joint Sparse Representation,"Lan, Xiangyuan and Ma, Andy J. and Yuen, Pong C.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1194-1201"
Tan_2014_CVPR,Multi-Forest Tracker: A Chameleon in Tracking,"Tan, David J. and Ilic, Slobodan",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1202-1209"
Jung_2014_CVPR,Rigid Motion Segmentation using Randomized Voting,"Jung, Heechul and Ju, Jeongwoo and Kim, Junmo",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1210-1217"
Bae_2014_CVPR,Robust Online Multi-Object Tracking based on Tracklet Confidence and Online Discriminative Appearance Learning,"Bae, Seung-Hwan and Yoon, Kuk-Jin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1218-1225"
Zhang_2014_CVPR,Pyramid-based Visual Tracking Using Sparsity Represented Mean Transform,"Zhang, Zhe and Hong Wong, Kin",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1226-1233"
Wang_2014_CVPR,Tracklet Association with Online Target-Specific Metric Learning,"Wang, Bing and Wang, Gang and Luk Chan, Kap and Wang, Li",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1234-1241"
Chen_2014_CVPR,An Online Learned Elementary Grouping Model for Multi-target Tracking,"Chen, Xiaojing and Qin, Zhen and An, Le and Bhanu, Bir",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1242-1249"
Luo_2014_CVPR,Diversity-Enhanced Condensation Algorithm and Its Application for Robust and Accurate Endoscope Three-Dimensional Motion Tracking,"Luo, Xiongbiao and Wan, Ying and He, Xiangjian and Yang, Jie and Mori, Kensaku",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1250-1257"
Zhang_2014_CVPR,Partial Occlusion Handling for Visual Tracking via Robust Part Matching,"Zhang, Tianzhu and Jia, Kui and Xu, Changsheng and Ma, Yi and Ahuja, Narendra",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1258-1265"
Zhang_2014_CVPR,Speeding Up Tracking by Ignoring Features,"Zhang, Lu and Dibeklioglu, Hamdi and van der Maaten, Laurens",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1266-1273"
Berger_2014_CVPR,Subspace Tracking under Dynamic Dimensionality for Online Background Subtraction,"Berger, Matthew and Seversky, Lee M.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1274-1281"
Wen_2014_CVPR,Multiple Target Tracking Based on Undirected Hierarchical Relation Hypergraph,"Wen, Longyin and Li, Wenbo and Yan, Junjie and Lei, Zhen and Yi, Dong and Li, Stan Z.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1282-1289"
Luo_2014_CVPR,Bi-label Propagation for Generic Multiple Object Tracking,"Luo, Wenhan and Kim, Tae-Kyun and Stenger, Bjorn and Zhao, Xiaowei and Cipolla, Roberto",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1290-1297"
Yang_2014_CVPR,A Probabilistic Framework for Multitarget Tracking with Mutual Occlusions,"Yang, Menglong and Liu, Yiguang and Wen, Longyin and You, Zhisheng and Li, Stan Z.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1298-1305"
Possegger_2014_CVPR,Occlusion Geodesics for Online Multi-Object Tracking,"Possegger, Horst and Mauthner, Thomas and Roth, Peter M. and Bischof, Horst",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1306-1313"
Lehrmann_2014_CVPR,Efficient Nonlinear Markov Models for Human Motion,"Lehrmann, Andreas M. and Gehler, Peter V. and Nowozin, Sebastian",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1314-1321"
Mobahi_2014_CVPR,A Compositional Model for Low-Dimensional Image Set Representation,"Mobahi, Hossein and Liu, Ce and Freeman, William T.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1322-1329"
Zach_2014_CVPR,A Principled Approach for Coarse-to-Fine MAP Inference,"Zach, Christopher",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1330-1337"
Arora_2014_CVPR,Fast Approximate Inference in Higher Order MRF-MAP Labeling Problems,"Arora, Chetan and Banerjee, Subhashis and Kalra, Prem and Maheshwari, S.N.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1338-1345"
Arora_2014_CVPR,Multi Label Generic Cuts: Optimal Inference in Multi Label Multi Clique MRF-MAP Problems,"Arora, Chetan and Maheshwari, S.N.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1346-1353"
Kim_2014_CVPR,Scanline Sampler without Detailed Balance: An Efficient MCMC for MRF Optimization,"Kim, Wonsik and Mu Lee, Kyoung",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1354-1361"
Ishikawa_2014_CVPR,Higher-Order Clique Reduction Without Auxiliary Variables,"Ishikawa, Hiroshi",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1362-1369"
Zheng_2014_CVPR,Topic Modeling of Multimodal Data: An Autoregressive Approach,"Zheng, Yin and Zhang, Yu-Jin and Larochelle, Hugo",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1370-1377"
Freifeld_2014_CVPR,Model Transport: Towards Scalable Transfer Learning on Manifolds,"Freifeld, Oren and Hauberg, Soren and Black, Michael J.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1378-1385"
Wang_2014_CVPR,Learning Fine-grained Image Similarity with Deep Ranking,"Wang, Jiang and Song, Yang and Leung, Thomas and Rosenberg, Chuck and Wang, Jingbin and Philbin, James and Chen, Bo and Wu, Ying",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1386-1393"
Zhang_2014_CVPR,Attributed Graph Mining and Matching: An Attempt to Define and Extract Soft Attributed Patterns,"Zhang, Quanshi and Song, Xuan and Shao, Xiaowei and Zhao, Huijing and Shibasaki, Ryosuke",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1394-1401"
Sydorov_2014_CVPR,Deep Fisher Kernels - End to End Learning of the Fisher Kernel GMM Parameters,"Sydorov, Vladyslav and Sakurada, Mayu and Lampert, Christoph H.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1402-1409"
Long_2014_CVPR,Transfer Joint Matching for Unsupervised Domain Adaptation,"Long, Mingsheng and Wang, Jianmin and Ding, Guiguang and Sun, Jiaguang and Yu, Philip S.",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1410-1417"
Chen_2014_CVPR,Recognizing RGB Images by Learning from RGB-D Data,"Chen, Lin and Li, Wen and Xu, Dong",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1418-1425"
Haase_2014_CVPR,Instance-weighted Transfer Learning of Active Appearance Models,"Haase, Daniel and Rodner, Erik and Denzler, Joachim",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1426-1433"
Lapin_2014_CVPR,Scalable Multitask Representation Learning for Scene Classification,"Lapin, Maksim and Schiele, Bernt and Hein, Matthias",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1434-1441"
Patricia_2014_CVPR,"Learning to Learn, from Transfer Learning to Domain Adaptation: A Unifying Perspective","Patricia, Novi and Caputo, Barbara",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1442-1449"
Zhu_2014_CVPR,Constructing Robust Affinity Graphs for Spectral Clustering,"Zhu, Xiatian and Change Loy, Chen and Gong, Shaogang",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1450-1457"
Kurlin_2014_CVPR,A Fast and Robust Algorithm to Count Topologically Persistent Holes in Noisy Clouds,"Kurlin, Vitaliy",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1458-1463"
Tang_2014_CVPR,Co-localization in Real-World Images,"Tang, Kevin and Joulin, Armand and Li, Li-Jia and Fei-Fei, Li",June,2014,"The IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2014, pp. 1464-1471"
