_id,Tag,Title,Authors,Month,Year,JournalRef,Up_System
145,arXiv:1812.08911,Deep Learning to Assess Glaucoma Risk and Associated Features in Fundus Images,"Sonia Phene, R. Carter Dunn, Naama Hammel, Yun Liu, Jonathan Krause, Naho Kitade, Mike Schaekermann, Rory Sayres, Derek J. Wu, Ashish Bora, Christopher Semturs, Anita Misra, Abigail E. Huang, Arielle Spitze, Felipe A. Medeiros, April Y. Maa, Monica Gandhi, Greg S. Corrado, Lily Peng, Dale R. Webster",December,2018,,CM
146,arXiv:1812.08891,Cluster validity index based on Jeffrey divergence,"Ahmed Ben Said, Rachid Hadjidj, Sebti Foufou",December,2018,PATTERN.ANAL.APPL. 20 (2015) 21-31,CM
147,arXiv:1812.08882,An Optical Flow-Based Approach for Minimally-Divergent Velocimetry Data Interpolation,"Berkay Kanberoglu, Dhritiman Das, Priya Nair, Pavan Turaga, David Frakes",December,2018,,CM
148,arXiv:1812.08861,Animating Arbitrary Objects via Deep Motion Transfer,"Aliaksandr Siarohin, Stphane Lathuilire, Sergey Tulyakov, Elisa Ricci, Nicu Sebe",December,2018,,CM
149,arXiv:1812.08849,Three Dimensional Reconstruction of Botanical Trees with Simulatable Geometry,"Ed Quigley, Winnie Lin, Yilin Zhu, Ronald Fedkiw",December,2018,,CM
150,arXiv:1812.08848,SMILER: Saliency Model Implementation Library for Experimental Research,"Calden Wloka, Toni Kuni, Iuliia Kotseruba, Ramin Fahimi, Nicholas Frosst, Neil D. B. Bruce, John K. Tsotsos",December,2018,,CM
151,arXiv:1812.08789,Steerable $e$PCA,"Zhizhen Zhao, Lydia T. Liu, Amit Singer",December,2018,,CM
152,arXiv:1812.08781,Deep Metric Transfer for Label Propagation with Limited Annotated Data,"Bin Liu, Zhirong Wu, Han Hu, Stephen Lin",December,2018,,CM
153,arXiv:1812.08775,Deep Paper Gestalt,Jia-Bin Huang,December,2018,,CM
154,arXiv:1812.08756,Subsurface structure analysis using computational interpretation and learning: A visual signal processing perspective,"G. AlRegib, M. Deriche, Z. Long, H. Di, Z. Wang, Y. Alaudah, M. Shafiq, M. Alfarraj",December,2018,,CM
155,arXiv:1812.08685,DeepFakes: a New Threat to Face Recognition? Assessment and Detection,"Pavel Korshunov, Sebastien Marcel",December,2018,,CM
156,arXiv:1812.08658,nocaps: novel object captioning at scale,"Harsh Agrawal, Karan Desai, Xinlei Chen, Rishabh Jain, Dhruv Batra, Devi Parikh, Stefan Lee, Peter Anderson",December,2018,,CM
157,arXiv:1812.08624,Automated detection of block falls in the north polar region of Mars,"L. Fanara, K. Gwinner, E. Hauber, J. Oberst",December,2018,,CM
158,arXiv:1812.08577,Computational Anatomy for Multi-Organ Analysis in Medical Imaging: A Review,"Juan J. Cerrolaza, Mirella Lopez-Picazo, Ludovic Humbert, Yoshinobu Sato, Daniel Rueckert, Miguel Angel Gonzalez Ballester, Marius George Linguraru",December,2018,,CM
159,arXiv:1812.08442,Unsupervised Meta-learning of Figure-Ground Segmentation via Imitating Visual Effects,"Ding-Jie Chen, Jui-Ting Chien, Hwann-Tzong Chen, Tyng-Luh Liu",December,2018,,CM
160,arXiv:1812.08402,SFA: Small Faces Attention Face Detector,"Shi Luo, Xiongfei Li, Rui Zhu, Xiaoli Zhang",December,2018,,CM
161,arXiv:1812.08374,DAC: Data-free Automatic Acceleration of Convolutional Networks,"Xin Li, Shuai Zhang, Bolan Jiang, Yingyong Qi, Mooi Choo Chuah, Ning Bi",December,2018,,CM
162,arXiv:1812.08370,SfMLearner++: Learning Monocular Depth & Ego-Motion using Meaningful Geometric Constraints,"Vignesh Prasad, Brojeshwar Bhowmick",December,2018,,CM
163,arXiv:1812.08348,Rain Removal By Image Quasi-Sparsity Priors,"Yinglong Wang, Shuaicheng Liu, Chen Chen, Dehua Xie, Bing Zeng",December,2018,,CM
164,arXiv:1812.08333,Towards Visible and Thermal Drone Monitoring with Convolutional Neural Networks,"Ye Wang, Yueru Chen, Jongmoo Choi, C. -C. Jay Kuo",December,2018,,CM
165,arXiv:1812.08263,A comparative study of texture attributes for characterizing subsurface structures in seismic volumes,"Zhiling Long, Yazeed Alaudah, Muhammad Ali Qureshi, Yuting Hu, Zhen Wang, Motaz Alfarraj, Ghassan AlRegib, Asjad Amin, Mohamed Deriche, Suhail Al-Dharrab, Haibin Di",December,2018,,CM
166,arXiv:1812.08247,Detecting GAN-generated Imagery using Color Cues,"Scott McCloskey, Michael Albright",December,2018,,CM
167,arXiv:1812.08245,Unconstrained Iris Segmentation using Convolutional Neural Networks,"Sohaib Ahmad, Benjamin Fuller",December,2018,,CM
168,arXiv:1812.08196,RankGAN: A Maximum Margin Ranking GAN for Generating Faces,"Rahul Dey, Felix Juefei-Xu, Vishnu Naresh Boddeti, Marios Savvides",December,2018,,CM
169,arXiv:1812.08156,"Unsupervised Event-based Learning of Optical Flow, Depth, and Egomotion","Alex Zihao Zhu, Liangzhe Yuan, Kenneth Chaney, Kostas Daniilidis",December,2018,,CM
170,arXiv:1812.08155,Magnetic Resonance Fingerprinting using Recurrent Neural Networks,"Ilkay Oksuz, Gastao Cruz, James Clough, Aurelien Bustin, Nicolo Fuin, Rene M. Botnar, Claudia Prieto, Andrew P. King, Julia A. Schnabel",December,2018,,CM
171,arXiv:1812.08126,Generating Diverse and Meaningful Captions,"Annika Lindh, Robert J. Ross, Abhijit Mahalunkar, Giancarlo Salton, John D. Kelleher",December,2018,Artificial Neural Networks and Machine Learning - ICANN 2018 (pp. 176-187). Springer International Publishing,CM
172,arXiv:1812.08125,Very Power Efficient Neural Time-of-Flight,"Yan Chen, Jimmy Ren, Xuanye Cheng, Keyuan Qian, Jinwei Gu",December,2018,,CM
173,arXiv:1812.08119,Adam Induces Implicit Weight Sparsity in Rectifier Neural Networks,"Atsushi Yaguchi, Taiji Suzuki, Wataru Asano, Shuhei Nitta, Yukinobu Sakata, Akiyuki Tanizawa",December,2018,,CM
174,arXiv:1812.08095,Window detection in aerial texture images of the Berlin 3D CityGML Model,"Franziska Lippoldt, Marius Erdt",December,2018,,CM
175,arXiv:1812.08094,Shallow Cue Guided Deep Visual Tracking via Mixed Models,"Fangwen Tu, Shuzhi Sam Ge, Chang Chieh Hang",December,2018,,CM
176,arXiv:1812.08052,Multitask Painting Categorization by Deep Multibranch Neural Network,"Simone Bianco, Davide Mazzini, Paolo Napoletano, Raimondo Schettini",December,2018,,CM
177,arXiv:1812.08047,Spatial-Spectral Regularized Local Scaling Cut for Dimensionality Reduction in Hyperspectral Image Classification,"Ramanarayan Mohanty, S L Happy, Aurobinda Routray",December,2018,"IEEE Geoscience and Remote Sensing Letters, 2018",CM
178,arXiv:1812.08043,Learning beamforming in ultrasound imaging,"Sanketh Vedula, Ortal Senouf, Grigoriy Zurakhov, Alex Bronstein, Oleg Michailovich, Michael Zibulevsky",December,2018,,CM
179,arXiv:1812.08028,Accurate Hand Keypoint Localization on Mobile Devices,"Filippos Gouidis, Paschalis Panteleris, Iason Oikonomidis, Antonis Argyros",December,2018,,CM
180,arXiv:1812.08008,OpenPose: Realtime Multi-Person 2D Pose Estimation using Part Affinity Fields,"Zhe Cao, Gines Hidalgo, Tomas Simon, Shih-En Wei, Yaser Sheikh",December,2018,,CM
181,arXiv:1812.07997,Explanatory Graphs for CNNs,"Quanshi Zhang, Xin Wang, Ruiming Cao, Ying Nian Wu, Feng Shi, Song-Chun Zhu",December,2018,,CM
182,arXiv:1812.07996,Mining Interpretable AOG Representations from Convolutional Networks via Active Question Answering,"Quanshi Zhang, Ruiming Cao, Ying Nian Wu, Song-Chun Zhu",December,2018,,CM
183,arXiv:1812.07989,A Gated Peripheral-Foveal Convolutional Neural Network for Unified Image Aesthetic Prediction,"Xiaodan Zhang, Xinbo Gao, Wen Lu, Lihuo He",December,2018,,CM
184,arXiv:1812.07971,Rigid Body Structure and Motion From Two-Frame Point-Correspondences Under Perspective Projection,Mieczysaw A. Kopotek,December,2018,"M.A. Kopotek: Rigid Body Structure and Motion From Two-Frame Point-Correspondences Under Perspective Projection. Machine Graphics & Vision 4 (1995)3-4, pp. 187-202",CM
185,arXiv:1812.07933,Dynamic Programming Approach to Template-based OCR,"M. A. Povolotskiy, D. V. Tropin",December,2018,,CM
186,arXiv:1812.07907,PnP-AdaNet: Plug-and-Play Adversarial Domain Adaptation Network with a Benchmark at Cross-modality Cardiac Segmentation,"Qi Dou, Cheng Ouyang, Cheng Chen, Hao Chen, Ben Glocker, Xiahai Zhuang, Pheng-Ann Heng",December,2018,,CM
187,arXiv:1812.07870,Removing rain streaks by a linear model,"Yinglong Wang, Shuaicheng Liu, Bing Zeng",December,2018,,CM
188,arXiv:1812.07869,Deep Global-Relative Networks for End-to-End 6-DoF Visual Localization and Odometry,"Yimin Lin, Zhaoxiang Liu, Jianfeng Huang, Chaopeng Wang, Guoguang Du, Jinqiang Bai, Shiguo Lian, Bill Huang",December,2018,,CM
189,arXiv:1812.07868,Crack Detection Using Enhanced Thresholding on UAV based Collected Images,"Q. Zhu, T. H. Dinh, V. T. Hoang, M. D. Phung, Q. P. Ha",December,2018,,CM
190,arXiv:1812.07857,Physical Attribute Prediction Using Deep Residual Neural Networks,"Rashidedin Jahandideh, Alireza Tavakoli Targhi, Maryam Tahmasbi",December,2018,,CM
191,arXiv:1812.07832,Semi-Supervised Deep Learning for Abnormality Classification in Retinal Images,"Bruno Lecouat, Ken Chang, Chuan-Sheng Foo, Balagopal Unnikrishnan, James M. Brown, Houssam Zenati, Andrew Beers, Vijay Chandrasekhar, Jayashree Kalpathy-Cramer, Pavitra Krishnaswamy",December,2018,,CM
192,arXiv:1812.07816,Fast and Accurate 3D Medical Image Segmentation with Data-swapping Method,"Haruki Imai, Samuel Matzek, Tung D. Le, Yasushi Negishi, Kiyokuni Kawachiya",December,2018,,CM
193,arXiv:1812.07809,Found in Translation: Learning Robust Joint Representations by Cyclic Translations Between Modalities,"Hai Pham, Paul Pu Liang, Thomas Manzini, Louis-Philippe Morency, Barnabas Poczos",December,2018,,CM
194,arXiv:1812.07770,"Mini-UAV-based Remote Sensing: Techniques, Applications and Prospectives","Tian-Zhu Xiang, Gui-Song Xia, Liangpei Zhang",December,2018,,CM
195,arXiv:1812.07763,Light Weight Color Image Warping with Inter-Channel Information,"Chuangye Zhang, Yan Niu, Tieru Wu, Ximing Li",December,2018,,CM
196,arXiv:1812.07762,Rotation Ensemble Module for Detecting Rotation-Invariant Features,"Dongwon Park, Yonghyeok Seo, Se Young Chun",December,2018,,CM
197,arXiv:1812.07760,Learning On-Road Visual Control for Self-Driving Vehicles with Auxiliary Tasks,"Yilun Chen, Praveen Palanisamy, Priyantha Mudalige, Katharina Muelling, John M. Dolan",December,2018,,CM
198,arXiv:1812.07749,Discriminative analysis of the human cortex using spherical CNNs - a study on Alzheimer's disease diagnosis,"Xinyang Feng, Jie Yang, Andrew F. Laine, Elsa D. Angelini",December,2018,,CM
199,arXiv:1812.07742,Cross-Database Micro-Expression Recognition: A Benchmark,"Yuan Zong, Wenming Zheng, Xiaopeng Hong, Chuangao Tang, Zhen Cui, Guoying Zhao",December,2018,,CM
200,arXiv:1812.07741,Learning Symmetry Consistent Deep CNNs for Face Completion,"Xiaoming Li, Ming Liu, Jieru Zhu, Wangmeng Zuo, Meng Wang, Guosheng Hu, Lei Zhang",December,2018,,CM
201,arXiv:1812.07715,A Tour of Unsupervised Deep Learning for Medical Image Analysis,"Khalid Raza, Nripendra Kumar Singh",December,2018,,CM
202,arXiv:1812.07712,Unsupervised Video Object Segmentation with Distractor-Aware Online Adaptation,"Ye Wang, Jongmoo Choi, Yueru Chen, Siyang Li, Qin Huang, Kaitai Zhang, Ming-Sui Lee, C. -C. Jay Kuo",December,2018,,CM
203,arXiv:1812.07697,Training on the test set? An analysis of Spampinato et al. [31],"Ren Li, Jared S. Johansen, Hamad Ahmed, Thomas V. Ilyevsky, Ronnie B Wilbur, Hari M Bharadwaj, Jeffrey Mark Siskind",December,2018,,CM
204,arXiv:1812.07667,GD-GAN: Generative Adversarial Networks for Trajectory Prediction and Group Detection in Crowds,"Tharindu Fernando, Simon Denman, Sridha Sridharan, Clinton Fookes",December,2018,,CM
205,arXiv:1812.07567,Generative One-Shot Learning (GOL): A Semi-Parametric Approach to One-Shot Learning in Autonomous Vision,Sorin Grigorescu,December,2018,Int. Conf. on Robotics and Automation ICRA 2018,CM
206,arXiv:1812.07524,Learning Direct Optimization for Scene Understanding,"Lukasz Romaszko, Christopher K. I. Williams, John Winn",December,2018,,CM
207,arXiv:1812.07509,Iterative annotation to ease neural network training: Specialized machine learning in medical image analysis,"Brendon Lutnick, Brandon Ginley, Darshana Govind, Sean D. McGarry, Peter S. LaViolette, Rabi Yacoub, Sanjay Jain, John E. Tomaszewski, Kuang-Yu Jen, Pinaki Sarder",December,2018,Nature Machine Intelligence 1.2 (2019): 112,CM
208,arXiv:1812.07444,FDSNet: Finger dorsal image spoof detection network using light field camera,"Avantika Singh, Gaurav Jaswal, Aditya Nigam",December,2018,,CM
209,arXiv:1812.07425,A cortical-inspired model for orientation-dependent contrast perception: a link with Wilson-Cowan equations,"Marcelo Bertalmo, Luca Calatroni, Valentina Franceschi, Benedetta Franceschiello, Dario Prandi",December,2018,,CM
210,arXiv:1812.07390,Distill-Net: Application-Specific Distillation of Deep Convolutional Neural Networks for Resource-Constrained IoT Platforms,"Mohammad Motamedi, Felix Portillo, Daniel Fong, Soheil Ghiasi",December,2018,,CM
211,arXiv:1812.07363,Improving Face Detection Performance with 3D-Rendered Synthetic Data,"Jian Han, Sezer Karaoglu, Hoang-An Le, Theo Gevers",December,2018,,CM
212,arXiv:1812.07260,SwipeCut: Interactive Segmentation with Diversified Seed Proposals,"Ding-Jie Chen, Hwann-Tzong Chen, Long-Wen Chang",December,2018,,CM
213,arXiv:1812.07203,Video Trajectory Classification and Anomaly Detection Using Hybrid CNN-VAE,"Santhosh Kelathodi Kumaran, Debi Prosad Dogra, Partha Pratim Roy, Adway Mitra",December,2018,,CM
214,arXiv:1812.07174,SREdgeNet: Edge Enhanced Single Image Super Resolution using Dense Edge Detection Network and Feature Merge Network,"Kwanyoung Kim, Se Young Chun",December,2018,,CM
215,arXiv:1812.07169,Explaining Neural Networks Semantically and Quantitatively,"Runjin Chen, Hao Chen, Ge Huang, Jie Ren, Quanshi Zhang",December,2018,,CM
216,arXiv:1812.07166,Group-Attention Single-Shot Detector (GA-SSD): Finding Pulmonary Nodules in Large-Scale CT Images,"Jiechao Ma, Xiang Li, Hongwei Li, Bjoern H Menze, Sen Liang, Rongguo Zhang, Wei-Shi Zheng",December,2018,,CM
217,arXiv:1812.07150,Interactive Naming for Explaining Deep Neural Networks: A Formative Study,"Mandana Hamidi-Haines, Zhongang Qi, Alan Fern, Fuxin Li, Prasad Tadepalli",December,2018,,CM
218,arXiv:1812.07145,Recurrent Calibration Network for Irregular Text Recognition,"Yunze Gao, Yingying Chen, Jinqiao Wang, Zhen Lei, Xiao-Yu Zhang, Hanqing Lu",December,2018,,CM
219,arXiv:1812.07134,Hybrid Loss for Learning Single-Image-based HDR Reconstruction,"Kenta Moriwaki, Ryota Yoshihashi, Rei Kawakami, Shaodi You, Takeshi Naemura",December,2018,,CM
220,arXiv:1812.07124,Multi-Level Sequence GAN for Group Activity Recognition,"Harshala Gammulle, Simon Denman, Sridha Sridharan, Clinton Fookes",December,2018,,CM
221,arXiv:1812.07119,Composing Text and Image for Image Retrieval - An Empirical Odyssey,"Nam Vo, Lu Jiang, Chen Sun, Kevin Murphy, Li-Jia Li, Li Fei-Fei, James Hays",December,2018,,CM
222,arXiv:1812.07106,E-RNN: Design Optimization for Efficient Recurrent Neural Networks in FPGAs,"Zhe Li, Caiwen Ding, Siyue Wang, Wujie Wen, Youwei Zhuo, Chang Liu, Qinru Qiu, Wenyao Xu, Xue Lin, Xuehai Qian, Yanzhi Wang",December,2018,,CM
223,arXiv:1812.07105,Towards Ophthalmologist Level Accurate Deep Learning System for OCT Screening and Diagnosis,Mrinal Haloi,December,2018,,CM
224,arXiv:1812.07104,Reading Industrial Inspection Sheets by Inferring Visual Relations,"Rohit Rahul, Arindam Chowdhury, Animesh, Samarth Mittal, Lovekesh Vig",December,2018,,CM
225,arXiv:1812.07103,Style Transfer and Extraction for the Handwritten Letters Using Deep Learning,"Omar Mohammed, Gerard Bailly, Damien Pellier",December,2018,,CM
226,arXiv:1812.07102,Deep Learning with Attention to Predict Gestational Age of the Fetal Brain,"Liyue Shen, Katie Shpanskaya, Edward Lee, Emily McKenna, Maryam Maleki, Quin Lu, Safwan Halabi, John Pauly, Kristen Yeom",December,2018,,CM
227,arXiv:1812.07100,On effective human robot interaction based on recognition and association,Avinash Kumar Singh,December,2018,,CM
228,arXiv:1812.07099,Real Time 3D Indoor Human Image Capturing Based on FMCW Radar,"Hanqing Guo, Nan Zhang, Wenjun Shi, Saeed AlQarni, Shaoen Wu",December,2018,,CM
229,arXiv:1812.07098,Interval type-2 Beta Fuzzy Near set based approach to content based image retrieval,"Yosr Ghozzi, Nesrine Baklouti, Hani Hagras, Mounir Ben Ayed, Adel M. Alimi",December,2018,,CM
230,arXiv:1812.07067,Probabilistic Attribute Tree in Convolutional Neural Networks for Facial Expression Recognition,"Jie Cai, Zibo Meng, Ahmed Shehab Khan, Zhiyuan Li, James O'Reilly, Yan Tong",December,2018,,CM
231,arXiv:1812.07060,Channel-wise pruning of neural networks with tapering resource constraint,Alexey Kruglov,December,2018,,CM
232,arXiv:1812.07059,Simultaneous Recognition of Horizontal and Vertical Text in Natural Images,"Chankyu Choi, Youngmin Yoon, Junsu Lee, Junseok Kim",December,2018,,CM
233,arXiv:1812.07056,OCTID: Optical Coherence Tomography Image Database,"Peyman Gholami, Priyanka Roy, Mohana Kuppuswamy Parthasarathy, Vasudevan Lakshminarayanan",December,2018,,CM
234,arXiv:1812.07051,Unsupervised Single Image Dehazing Using Dark Channel Prior Loss,"Alona Golts, Daniel Freedman, Michael Elad",December,2018,,CM
235,arXiv:1812.07050,3D Point Cloud Learning for Large-scale Environment Analysis and Place Recognition,"Zhe Liu, Shunbo Zhou, Chuanzhe Suo, Yingtian Liu, Hesheng Wang, Yun-Hui Liu",December,2018,,CM
236,arXiv:1812.07049,DSNet for Real-Time Driving Scene Semantic Segmentation,"Wenfu Wang, Zhijie Pan",December,2018,,CM
237,arXiv:1812.07033,From Satellite Imagery to Disaster Insights,"Jigar Doshi, Saikat Basu, Guan Pang",December,2018,,CM
238,arXiv:1812.07032,Boundary loss for highly unbalanced segmentation,"Hoel Kervadec, Jihene Bouchtiba, Christian Desrosiers, ric Granger, Jose Dolz, Ismail Ben Ayed",December,2018,,CM
239,arXiv:1812.07028,Fuzzy Controller of Reward of Reinforcement Learning For Handwritten Digit Recognition,Saber Malekzadeh,December,2018,,CM
240,arXiv:1812.07023,From FiLM to Video: Multi-turn Question Answering with Multi-modal Context,"Dat Tien Nguyen, Shikhar Sharma, Hannes Schulz, Layla El Asri",December,2018,,CM
241,arXiv:1812.07010,Multi Instance Learning For Unbalanced Data,"Mark Kozdoba, Edward Moroshko, Lior Shani, Takuya Takagi, Takashi Katoh, Shie Mannor, Koby Crammer",December,2018,,CM
242,arXiv:1812.07003,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,"Ji Hou, Angela Dai, Matthias Niener",December,2018,,CM
243,arXiv:1812.06932,Fast Learning-based Registration of Sparse Clinical Images,"Kathleen M. Lewis, Guha Balakrishnan, Natalia S. Rost, John Guttag, Adrian V. Dalca",December,2018,,CM
